asn,communityGroupsAndNonprofits,computerAndInformationTechnology,educationAndResearch,financeAndInsurance,governmentAndPublicAdministration,healthCareServices,other,"media,Publishing,AndBroadcasting",service,"agriculture,Mining,AndRefineries(farming,Greenhouses,Mining,Forestry,AndAnimalFarming)",constructionAndRealEstate,"museums,Libraries,AndEntertainment",utilities(excludingInternetService),travelAndAccommodation,"freight,Shipment,AndPostalServices","retailStores,Wholesale,AndE_commerceSites",manufacturing
273794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328497,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328592,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
328608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
329467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
394594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
394993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
395081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395400,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396161,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396192,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396320,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396389,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
397480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397508,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
397585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398026,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
398037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398062,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
398079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
398118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398846,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399023,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
399263,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
399280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
399561,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400390,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
