asn,as_name,top_level_category,sub_category
202277,PT-SGE-ASN - SGE - Secretaria Geral da Economia,Government,Executive
202277,PT-SGE-ASN - SGE - Secretaria Geral da Economia,Government,FederalNational
31313,Special Telecommunications Service - Romania,Government,Executive
31313,Special Telecommunications Service - Romania,Government,Agencies
5408,GR-NET - National Infrastructures for Research and Technology S.A.,Government,Executive
5408,GR-NET - National Infrastructures for Research and Technology S.A.,Government,FederalNational
5408,GR-NET - National Infrastructures for Research and Technology S.A.,Government,Agencies
210213,"State Enterprise ""Latvian State Radio and Television Centre""",Government,FederalNational
210213,"State Enterprise ""Latvian State Radio and Television Centre""",TvRadioCulturalAmenities,
820,Shared Services Canada,Government,Executive
820,Shared Services Canada,Government,FederalNational
820,Shared Services Canada,Government,Agencies
2665,Shared Services Canada,Government,Executive
2665,Shared Services Canada,Government,FederalNational
2665,Shared Services Canada,Government,Agencies
39909,PULMAN-EDU-AS - Institute of Soil Science and Plant Cultivation - State Research Institute,EducationalResearch,ResearchInstitutes
39909,PULMAN-EDU-AS - Institute of Soil Science and Plant Cultivation - State Research Institute,Government,FederalNational
25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD,Government,Executive
25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD,Government,FederalNational
25237,ISRAEL PORTS DEVELOPMENT and ASSETS COMPANY LTD,Transportation,Ships
201547,National Library of Latvia,Government,FederalNational
201547,National Library of Latvia,TvRadioCulturalAmenities,
51437,"FSUE ""GlavNIVZ"" of the Russian Federation President's Management Department",Government,Executive
51437,"FSUE ""GlavNIVZ"" of the Russian Federation President's Management Department",Government,FederalNational
43188,Field support service - Latvia,Government,Executive
43188,Field support service - Latvia,Government,FederalNational
43188,Field support service - Latvia,Government,Agencies
6801,"National Research Center ""Kurchatov Institute""",EducationalResearch,ResearchInstitutes
6801,"National Research Center ""Kurchatov Institute""",Government,FederalNational
52250,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,Government,FederalNational
52250,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,Government,Agencies
52250,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,DNS,ccTLD
20548,Saeima of the Republic of Latvia,Government,Legislative
20548,Saeima of the Republic of Latvia,Government,FederalNational
34073,Ministry of Education and Science of the Republic of Latvia,Government,Executive
34073,Ministry of Education and Science of the Republic of Latvia,Government,FederalNational
206362,LV-OSSNET-AS - SIA OSS Networks,Access,SmallISP
206362,LV-OSSNET-AS - SIA OSS Networks,Government,Executive
206362,LV-OSSNET-AS - SIA OSS Networks,Government,FederalNational
35506,SYZEFXIS - INFORMATION SOCIETY S.A.,Government,Executive
35506,SYZEFXIS - INFORMATION SOCIETY S.A.,Government,FederalNational
35506,SYZEFXIS - INFORMATION SOCIETY S.A.,Government,Agencies
5495,ASN-SPBGU - Saint Petersburg State University,EducationalResearch,University
5495,ASN-SPBGU - Saint Petersburg State University,Government,StateProvince
41706,ROSNEFT-AS - Rosneft,Government,Executive
41706,ROSNEFT-AS - Rosneft,Government,FederalNational
41706,ROSNEFT-AS - Rosneft,EnergyAndUtility,
8194,"State Enterprise ""Latvian State Radio and Television Centre""",Government,FederalNational
8194,"State Enterprise ""Latvian State Radio and Television Centre""",TvRadioCulturalAmenities,
41424,"State Joint Stock Company ""Latvijas Railways""",Government,Executive
41424,"State Joint Stock Company ""Latvijas Railways""",Government,FederalNational
41424,"State Joint Stock Company ""Latvijas Railways""",Transportation,Trains
50893,Ministry of Welfare of the Republic of Latvia,Government,Executive
50893,Ministry of Welfare of the Republic of Latvia,Government,FederalNational
31581,KOPINT-AS - National Infocommunications Service Company Limited by Shares,Government,Executive
31581,KOPINT-AS - National Infocommunications Service Company Limited by Shares,Government,FederalNational
31511,B-RAIL-BE-AS - Infrabel NV van publiek recht,Government,Executive
31511,B-RAIL-BE-AS - Infrabel NV van publiek recht,Government,FederalNational
31511,B-RAIL-BE-AS - Infrabel NV van publiek recht,Transportation,Trains
2611,BELNET,EducationalResearch,AcademicBackbone
2611,BELNET,Government,FederalNational
3219,HU-GOVNET - Ministry of Local Government and Regional Development,Government,Executive
3219,HU-GOVNET - Ministry of Local Government and Regional Development,Government,FederalNational
15383,CIRB-CIBG,Government,Executive
15383,CIRB-CIBG,Government,StateProvince
15383,CIRB-CIBG,Government,Agencies
1955,HBONE-AS - KIFU (Governmental Info Tech Development Agency),Government,Executive
1955,HBONE-AS - KIFU (Governmental Info Tech Development Agency),Government,FederalNational
1955,HBONE-AS - KIFU (Governmental Info Tech Development Agency),Government,Agencies
48298,MINISTRY OF INTERIOR OF THE CR,Government,Executive
48298,MINISTRY OF INTERIOR OF THE CR,Government,FederalNational
2907,SINET-AS Research Organization of Information and Systems,EducationalResearch,ResearchInstitutes
2907,SINET-AS Research Organization of Information and Systems,Government,FederalNational
2513,JST Japan Science and Technology Agency,Government,Executive
2513,JST Japan Science and Technology Agency,Government,FederalNational
2513,JST Japan Science and Technology Agency,Government,Agencies
3208,Algerian Academic Research Network,EducationalResearch,AcademicBackbone
3208,Algerian Academic Research Network,Government,FederalNational
6127,Information and Decision Support Center - Egypt,Government,Executive
6127,Information and Decision Support Center - Egypt,Government,FederalNational
6127,Information and Decision Support Center - Egypt,Government,Agencies
31065,Ministry of Communications and Information Technology - Egypt,Government,Executive
31065,Ministry of Communications and Information Technology - Egypt,Government,FederalNational
135956,MOH-AS-VN The Authority of Information Technology - Ministry of Health,Government,Executive
135956,MOH-AS-VN The Authority of Information Technology - Ministry of Health,Government,FederalNational
135956,MOH-AS-VN The Authority of Information Technology - Ministry of Health,Government,Agencies
135008,GOVTECH-AS-GOVTECH GOVERNMENT TECHNOLOGY AGENCY,Government,Executive
135008,GOVTECH-AS-GOVTECH GOVERNMENT TECHNOLOGY AGENCY,Government,FederalNational
135008,GOVTECH-AS-GOVTECH GOVERNMENT TECHNOLOGY AGENCY,Government,Agencies
10616,National Oceanic and Atmospheric Administration,EducationalResearch,ResearchInstitutes
10616,National Oceanic and Atmospheric Administration,Government,Executive
10616,National Oceanic and Atmospheric Administration,Government,FederalNational
10616,National Oceanic and Atmospheric Administration,Government,Regulators
3923,Federal Aviation Administration,Government,Executive
3923,Federal Aviation Administration,Government,FederalNational
3923,Federal Aviation Administration,Government,Agencies
45353,NITC-AS-AP NITC: IT Agency of Government of Nepal,Government,Executive
45353,NITC-AS-AP NITC: IT Agency of Government of Nepal,Government,FederalNational
45353,NITC-AS-AP NITC: IT Agency of Government of Nepal,Government,Agencies
135428,FENZ-AS-AP Fire and Emergency New Zealand,Government,Executive
135428,FENZ-AS-AP Fire and Emergency New Zealand,Government,FederalNational
135428,FENZ-AS-AP Fire and Emergency New Zealand,LawEnforcement,
133826,Directorate General of Higher Education - Indonesia,Government,Executive
133826,Directorate General of Higher Education - Indonesia,Government,FederalNational
133826,Directorate General of Higher Education - Indonesia,Government,Regulators
10754,Federal Reserve Board - US,Government,FederalNational
10754,Federal Reserve Board - US,Finance,CentralBanks
38027,"Information Center, Ministry of Sci and Tech - China",Government,Executive
38027,"Information Center, Ministry of Sci and Tech - China",Government,FederalNational
57580,"SRCI-MID-RF-AS - Federal State Unitary Enterprise ""Research Center For Informatics Under The Ministry Of Foreign Affairs Of The Russian Federation""",EducationalResearch,ResearchInstitutes
57580,"SRCI-MID-RF-AS - Federal State Unitary Enterprise ""Research Center For Informatics Under The Ministry Of Foreign Affairs Of The Russian Federation""",Government,Executive
57580,"SRCI-MID-RF-AS - Federal State Unitary Enterprise ""Research Center For Informatics Under The Ministry Of Foreign Affairs Of The Russian Federation""",Government,FederalNational
45320,Department of Communication and Information of the Republic of Indonesia,Government,Executive
45320,Department of Communication and Information of the Republic of Indonesia,Government,FederalNational
1999,U.S. House of Representatives,Government,Legislative
1999,U.S. House of Representatives,Government,FederalNational
18241,SPINET State Power Information Net,Government,Executive
18241,SPINET State Power Information Net,Government,FederalNational
18241,SPINET State Power Information Net,EnergyAndUtility,
37937,EGOVNET China eGovNet Information Center,Government,Executive
37937,EGOVNET China eGovNet Information Center,Government,FederalNational
37937,EGOVNET China eGovNet Information Center,Government,Agencies
140750,VNTA-AS-VN Network and Services Development Support Center - Viet Nam Telecommunications Authority,Government,Executive
140750,VNTA-AS-VN Network and Services Development Support Center - Viet Nam Telecommunications Authority,Government,FederalNational
140750,VNTA-AS-VN Network and Services Development Support Center - Viet Nam Telecommunications Authority,Government,Regulators
7497,CSTNET-AS-AP Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,EducationalResearch,AcademicBackbone
7497,CSTNET-AS-AP Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,EducationalResearch,ResearchInstitutes
7497,CSTNET-AS-AP Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,Government,Executive
7497,CSTNET-AS-AP Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,Government,FederalNational
8798,General Information Agency S.A.,Government,Executive
8798,General Information Agency S.A.,Government,FederalNational
55971,CASS-NET Chinese Academy of Social Sciences,EducationalResearch,ResearchInstitutes
55971,CASS-NET Chinese Academy of Social Sciences,Government,Executive
55971,CASS-NET Chinese Academy of Social Sciences,Government,FederalNational
20588,Research Association Berlin e.V.,EducationalResearch,ResearchInstitutes
20588,Research Association Berlin e.V.,Government,Executive
20588,Research Association Berlin e.V.,Government,StateProvince
198561,FAS - Legal Entity Under Public Law Financial Analytical Service,Government,Executive
198561,FAS - Legal Entity Under Public Law Financial Analytical Service,Government,FederalNational
198561,FAS - Legal Entity Under Public Law Financial Analytical Service,Government,Agencies
198561,FAS - Legal Entity Under Public Law Financial Analytical Service,Finance,Entities
1009,Air Force Technical Applications Center,Government,Executive
1009,Air Force Technical Applications Center,Government,FederalNational
1009,Air Force Technical Applications Center,LawEnforcement,
2532,Library of Congress,Government,FederalNational
2532,Library of Congress,TvRadioCulturalAmenities,
4152,Department of Agriculture - US ,Government,Executive
4152,Department of Agriculture - US ,Government,FederalNational
55597,NCC-AS-KR National Cancer Center,Government,Executive
55597,NCC-AS-KR National Cancer Center,Government,FederalNational
55597,NCC-AS-KR National Cancer Center,Health,Hospitals
18297,Gwangju Institute of Science and Technology - South Korea,EducationalResearch,University
18297,Gwangju Institute of Science and Technology - South Korea,EducationalResearch,ResearchInstitutes
18297,Gwangju Institute of Science and Technology - South Korea,Government,Executive
18297,Gwangju Institute of Science and Technology - South Korea,Government,CityCountyMunicipality
131799,COMWEL-AS-KR korea workers compensation welfare service,Government,Executive
131799,COMWEL-AS-KR korea workers compensation welfare service,Government,FederalNational
131799,COMWEL-AS-KR korea workers compensation welfare service,Health,Insurances
45972,KOREALX-AS-KR KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION,Government,Executive
45972,KOREALX-AS-KR KOREA LAND AND GEOSPATIAL INFORMATIX CORPORATION,Government,FederalNational
45408,Korea Student Aid Foundation (KOSAF),Government,Executive
45408,Korea Student Aid Foundation (KOSAF),Government,FederalNational
9974,KRA-AS-KR Korea Racing Association,Government,Executive
9974,KRA-AS-KR Korea Racing Association,Government,FederalNational
9974,KRA-AS-KR Korea Racing Association,Government,Regulators
17851, Korea Petroleum Quality & Distribution Authority (K-Petro),Government,Executive
