asn,arts_entertainment_and_recreation,financial_and_insurance_activities,household_activities,human_health_and_social_work,information_and_communication,manufacturing,public_administration_and_defense,trade_and_repair_of_vehicles,transportation_and_storage,utilities_and_waste_management,agriculture_forestry_and_fishing,mining_and_quarrying,construction,accommodation_and_food_service,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education,other_service_activities,extraterritorial_organizations_and_bodies
AS61509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6185,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS62553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS62693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS62955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS63051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63199,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS63363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS6341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS63457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63541,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63635,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS63776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS63949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS688,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS714,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7792,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS7862,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS7922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8867,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS8987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9401,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS9609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9735,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS9752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS9857,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS9908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS10411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS10616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS11164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS1127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS11961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS12187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS131795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS131924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS133498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS135294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS135403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS135647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS137064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS137562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS138685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS140918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS14161,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AS14222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS142576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS14381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS146951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS146979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS147025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS148967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS149365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS149646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS16065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS16411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS1653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS17579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS1766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS17851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS18062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS18297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AS18422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS18592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS1916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS196778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS196847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS19722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS197440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS197565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS198449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS200259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS20144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS201969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS202949,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS203885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS204930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS205173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS205488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS205555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS210762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS210765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS211282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211616,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS215233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS22612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS22985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS23074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS23140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS23938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS23978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS25829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AS2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS2611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS265884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS266836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS267255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS267630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS268313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS272116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS27655,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS27750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS28079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS29673,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS29848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS29894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS32071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS32082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS327992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS328419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS33091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS34216,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS3428,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS3449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS3527,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS35955,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AS35963,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS35998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS36112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS36289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS36859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS37074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS37420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS38280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS38682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS38892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS393290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS393876,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS393988,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS394271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS394576,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS394916,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS394993,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS395400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS395537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS395664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS396161,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS396192,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS396320,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS396389,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS397508,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS397585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS397795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS398026,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS398062,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS398158,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS398846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS399023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS39909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS399263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS399561,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AS400091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS400390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS400939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS401201,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS401264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS40565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS40808,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS40959,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS41706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS42379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS42556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS43104,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS43355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS43857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS44139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS44718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS45220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS45379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
AS45773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS45984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS46293,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS46383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS46839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AS47623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
AS49205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS50,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
AS50061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AS50248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS50561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS5080,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AS5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS51090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS51679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52271,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS52323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AS52364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AS52372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AS52447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52490,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52496,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS53296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AS53446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
